Players,Team,Possessions,SQ PPP,SQ PPP Rank,Good_Possession_Rate,Bad_Possession_Rate,Rim_and_3_rate,Assists_per_game,Actual_Win_Percentage,SQ_Assists_per_game,SQ_Passing_Points_Created_per_game
"Eli Ballstaedt","Utah",14,1.18,0.864378401,0.5,0.05,1,0.2,,"",""
"Freddy Hicks","Tarleton St.",228,1.18,0.8639598158,0.5164473684,0.2796052632,0.8106508876,2.4,,"",""
"Garfield Turner","Drexel",77,1.18,0.8771452491,0.5544554455,0.1089108911,0.9137931034,0.7,,"",""
"Guillermo Diaz Graham","Pittsburgh",63,1.18,0.8798660527,0.4875,0.15,0.9387755102,0.7,,"",""
"Hakim Hart","Maryland",269,1.18,0.8647969862,0.38125,0.35,0.9344978166,2.4,,"",""
"Hansel Enmanuel","Northwestern St.",27,1.18,0.8794474676,0.5294117647,0.2058823529,0.9047619048,0.1,,"",""
"Hunter Tyson","Clemson",340,1.18,0.8666806195,0.4365482234,0.1954314721,0.8148148148,1.4,,"",""
"Isaac Kante","Massachusetts",152,1.18,0.860820427,0.4473684211,0.1473684211,0.9016393443,0.8,,"",""
"Isaiah Kelly","Yale",144,1.18,0.8763080787,0.4561403509,0.2105263158,0.8617886179,1.4,,"",""
"Jack  Scott","Princeton",31,1.18,0.8790288824,0.4722222222,0.3611111111,0.9259259259,0.6,,"",""
"Jaelen House","New Mexico",370,1.18,0.8675177899,0.4279279279,0.3963963964,0.7652733119,4.6,,"",""
"Jake Forrester","Saint Louis",136,1.18,0.8696107158,0.5120481928,0.3253012048,0.7767857143,0.9,,"",""
"Jalen Haynes","East Tennessee St.",320,1.18,0.863331938,0.5135802469,0.212345679,0.7755905512,1.3,,"",""
"Jalen Hill","Oklahoma",234,1.18,0.878191712,0.4240282686,0.2544169611,0.8571428571,1.2,,"",""
"James Keefe","Stanford",79,1.18,0.8719129343,0.5865384615,0.1826923077,0.7833333333,1.1,,"",""
"Jared Turner","Northeastern",108,1.18,0.8627040603,0.4583333333,0.0666666667,0.9081632653,0.8,,"",""
"Joel Soriano","St. John's",363,1.18,0.8622854751,0.5134529148,0.3071748879,0.5838926174,1.1,,"",""
"John Tonje","Colorado St.",312,1.18,0.8725408121,0.4227642276,0.2140921409,0.8239700375,1.3,,"",""
"John Wade","Cal St. Northridge",13,1.18,0.8658434491,0.4,0.4,0.9166666667,0.8,,"",""
"Jon Willeman","New Hampshire",4,1.18,0.8660527417,0.6666666667,0.1666666667,0.5,0.3,,"",""
"Jordan Sears","Tennessee Martin",311,1.18,0.8691921306,0.3926701571,0.2120418848,0.796875,2.7,,"",""
"Joseph Venzant","Liberty",85,1.18,0.8595646714,0.4174757282,0.2718446602,0.985915493,0.6,,"",""
"Kadar Waller","Mississippi Valley St.",176,1.18,0.8673084973,0.5021834061,0.288209607,0.828358209,1.6,,"",""
"Kellen King","San Jose St.",7,1.18,0.8694014232,0.6666666667,0.2222222222,1,0.2,,"",""
"Keller Boothby","Cornell",126,1.18,0.8740058602,0.3307692308,0.1384615385,0.9672131148,0.7,,"",""
"Kentrell Garnett","Louisiana",152,1.18,0.8712850565,0.2380952381,0.1369047619,0.8561151079,0.9,,"",""
"Kevin-David Rice","Eastern Michigan",55,1.18,0.8629133529,0.4366197183,0.2112676056,0.9302325581,0.5,,"",""
"Keyshawn Hall","UNLV",55,1.18,0.8710757639,0.3939393939,0.0909090909,0.8085106383,0.5,,"",""
"KJ Allen","Texas Tech",54,1.18,0.8652155714,0.4848484848,0.2575757576,0.9333333333,0.6,,"",""
"Konrad Kiszka","Princeton",24,1.18,0.8786102972,0.4814814815,0.3333333333,0.9047619048,0.2,,"",""
"Kristian Sjolund","Portland",244,1.18,0.8721222269,0.3297101449,0.1376811594,0.7762557078,1,,"",""
"Lathaniel Bastian","Cal St. Fullerton",51,1.18,0.8670992047,0.5972222222,0.0833333333,0.9714285714,0.3,,"",""
"Luka Tekavcic","Coppin St.",30,1.18,0.8714943491,0.575,0.25,0.8260869565,0.4,,"",""
"Lukas Kisunas","Denver",191,1.18,0.8601925492,0.4675324675,0.1385281385,0.8993710692,1.2,,"",""
"Luke Appel","South Dakota St.",26,1.18,0.8733779824,0.4545454545,0.2121212121,0.9,0.8,,"",""
"Marcus Domask","Southern Illinois",417,1.18,0.8775638342,0.3462321792,0.199592668,0.782729805,4,,"",""
"Mason Nicholson","Jacksonville St.",6,1.18,0.8779824194,0.5,0.25,0.6,0,,"",""
"Matt Knowling","Yale",219,1.18,0.874633738,0.4081632653,0.212244898,0.7135678392,2.1,,"",""
"Mezie Offurum","James Madison",206,1.18,0.873587275,0.476744186,0.2596899225,0.7878787879,1.1,,"",""
"Mike Bothwell","Furman",384,1.18,0.8723315195,0.3782608696,0.2847826087,0.8553846154,3,,"",""
"Mike Peake","New Mexico St.",4,1.18,0.8742151528,0.25,0.25,0.75,0,,"",""
"MJ Rice","Kansas",51,1.18,0.8679363751,0.4655172414,0.3448275862,0.8913043478,0.3,,"",""
"Nate Johnson","Southeast Missouri St.",118,1.18,0.8631226455,0.4680851064,0.1489361702,0.88,0.6,,"",""
"Noah Meren","Florida A&M",100,1.18,0.8606111344,0.479338843,0.2231404959,0.8072289157,2.2,,"",""
"Oluwasegun Durosinmi","Northern Illinois",59,1.18,0.8668899121,0.55,0.2375,0.8095238095,0.1,,"",""
"Payton Sparks","Ball St.",279,1.18,0.8750523231,0.6015625,0.1848958333,0.9086294416,1.8,,"",""
"Rudi Williams","BYU",291,1.18,0.8650062788,0.4166666667,0.25,0.7073170732,2.6,,"",""
"Ryen Perry","San Jose St.",3,1.18,0.8599832566,0.5,0,1,0,,"",""
"Sam Hastreiter","North Dakota St.",62,1.18,0.8706571787,0.2916666667,0.0833333333,0.9090909091,0.3,,"",""
"Sam Lecholat","Montana St.",79,1.18,0.8800753453,0.5092592593,0.1203703704,0.9107142857,0.6,,"",""
"Seikou Sisoho Jawara","San Diego",218,1.18,0.8752616157,0.3086419753,0.2181069959,0.7638190955,2.9,,"",""
"Sekou Kalle","Evansville",47,1.18,0.8784010046,0.5272727273,0.2363636364,0.7804878049,0.4,,"",""
"Shakiru Odunewu","New Mexico St.",19,1.18,0.8758894935,0.5769230769,0.2307692308,0.9230769231,0.2,,"",""
"Shy Odom","Howard",204,1.18,0.8656341566,0.4763779528,0.3346456693,0.8841463415,1.2,,"",""
"Taeyon Neal","Chicago St.",3,1.18,0.8769359565,0.3333333333,0,1,1,,"",""
"Tanner Groves","Oklahoma",223,1.18,0.8637505232,0.4427480916,0.1603053435,0.9378238342,1.5,,"",""
"Terrence Hargrove","Saint Louis",134,1.18,0.8744244454,0.4144736842,0.2828947368,0.8235294118,0.6,,"",""
"Tim Fueller","Utah Valley",107,1.18,0.870029301,0.2903225806,0.3467741935,0.7553191489,1.4,,"",""
"Toby Nnadozie","Maryland Eastern Shore",8,1.18,0.8702385936,0.3333333333,0.2222222222,0.8571428571,0.4,,"",""
"Trey Phipps","Oral Roberts",77,1.18,0.8614483047,0.402173913,0.2065217391,0.8636363636,0.8,,"",""
"Tykei Greene","Kansas St.",83,1.18,0.8717036417,0.5,0.1530612245,0.9722222222,0.4,,"",""
"Tylan Pope","Tulane",132,1.18,0.8593553788,0.427672956,0.1886792453,0.9272727273,0.3,,"",""
"Tyler Robertson","Portland",375,1.18,0.8677270825,0.4356223176,0.1995708155,0.798679868,5,,"",""
"Tyler Schaafsma","Charleston Southern",2,1.18,0.8687735454,0.6666666667,0.3333333333,1,0,,"",""
"Tyrece Radford","Texas A&M",332,1.18,0.8767266639,0.466507177,0.1722488038,0.8943396226,2.2,,"",""
"Valentino Pinedo","East Carolina",14,1.18,0.8773545416,0.619047619,0.1904761905,0.375,0.2,,"",""
"Wheza Panzo","Stetson",155,1.18,0.8777731268,0.4121212121,0.0545454545,0.9459459459,1.2,,"",""
"Wil Stevens","Miami OH",8,1.18,0.8681456676,0.5,0.2,0.8333333333,0.3,,"",""
"Will Baker","Nevada",290,1.18,0.8610297195,0.3971014493,0.1333333333,0.6951219512,0.8,,"",""
"Zach Austin","High Point",327,1.18,0.8698200084,0.3766578249,0.3793103448,0.9097222222,1.3,,"",""
"Zion Styles","Maryland Eastern Shore",213,1.18,0.8612390121,0.4379844961,0.2906976744,0.808988764,1.5,,"",""
"Adam Cottrell","Alabama",7,1.17,0.8436584345,0.1428571429,0,1,0,,"",""
"AJ Cajuste","Stephen F. Austin",206,1.17,0.8528673085,0.3976377953,0.2992125984,0.8224852071,3.9,,"",""
"Alex Tew","Weber St.",156,1.17,0.8369610716,0.1989528796,0.1780104712,0.7286821705,0.8,,"",""
"Alonso Faure","Loyola MD",178,1.17,0.845960653,0.4392523364,0.1261682243,0.86,0.8,,"",""
"Andrew Hurley","Connecticut",4,1.17,0.8442863123,0.25,0.5,0.75,0,,"",""
"Anthony Wrzeszcz","Sam Houston St.",26,1.17,0.8518208455,0.3666666667,0.2333333333,0.8636363636,0.1,,"",""
"Bijan Cortes","Oklahoma",78,1.17,0.840309753,0.2954545455,0.1363636364,0.8428571429,2.3,,"",""
"Bobby Planutis","Purdue Fort Wayne",234,1.17,0.8361239012,0.3046875,0.0546875,0.9677419355,0.9,,"",""
"Braden Norris","Loyola Chicago",253,1.17,0.854123064,0.3204225352,0.1443661972,0.8471615721,3.9,,"",""
"Brandon Rush","Youngstown St.",318,1.17,0.8380075345,0.2630057803,0.2312138728,0.9222972973,1.3,,"",""
"Brandon Suggs","UCF",154,1.17,0.8375889494,0.4568527919,0.3045685279,0.8083333333,1,,"",""
"Brayden O'Connor","UMass Lowell",55,1.17,0.8415655086,0.3939393939,0.2424242424,0.829787234,0.6,,"",""
"Brett Thompson","Tennessee Tech",251,1.17,0.8555881122,0.4612903226,0.2677419355,0.818627451,2.9,,"",""
"Brian Geatens","Saint Joseph's",2,1.17,0.8545416492,0.6666666667,0.3333333333,1,0,,"",""
"Cam Morris III","UMass Lowell",106,1.17,0.8530766011,0.5223880597,0.2462686567,0.880952381,0.3,,"",""
"Carson Basham","Pepperdine",166,1.17,0.8405190456,0.512195122,0.1658536585,0.8518518519,1.3,,"",""
"Casey Brooks","Lamar",3,1.17,0.84491419,0.5,0.25,1,0,,"",""
"Chris Youngblood","Kennesaw St.",307,1.17,0.8580996233,0.4985915493,0.2535211268,0.7769516729,1.9,,"",""
"Christian Tomasco","Hofstra",6,1.17,0.855169527,0.4285714286,0.4285714286,0.8,0,,"",""
"Clifford Omoruyi","Rutgers",332,1.17,0.8365424864,0.51,0.2775,0.7562724014,0.9,,"",""
"Cole Hargrove","Drexel",12,1.17,0.8514022604,0.5384615385,0.3076923077,0.8181818182,0.4,,"",""
"Collin Nnamene","Morgan St.",46,1.17,0.8501465048,0.5666666667,0.2333333333,0.7142857143,0.5,,"",""
"Daeshon Shepherd","La Salle",93,1.17,0.8480535789,0.4036697248,0.2201834862,0.9135802469,0.7,,"",""
"Daniel Foster","Nevada",26,1.17,0.8390539975,0.4375,0.28125,0.8181818182,1.5,,"",""
"Darius Miles","Western Kentucky",4,1.17,0.8388447049,0.4,0,0.6666666667,0,,"",""
"Dashon Gittens","FIU",139,1.17,0.8426119715,0.3653846154,0.1282051282,0.88,1.3,,"",""
"David Craig","Mercer",106,1.17,0.8398911679,0.4696969697,0.2348484848,0.8372093023,0.5,,"",""
"DeAndre Williams","Memphis",389,1.17,0.8373796568,0.4026548673,0.3694690265,0.6932153392,2.8,,"",""
"Donovan Williams","Pacific",184,1.17,0.8509836752,0.4203539823,0.1194690265,0.9536423841,1,,"",""
"Eddie Lampkin","TCU",132,1.17,0.851611553,0.5128205128,0.2051282051,0.8947368421,1.2,,"",""
"Elijah Hawkins","Howard",243,1.17,0.8557974048,0.4406779661,0.3016949153,0.8366336634,5.9,,"",""
"Ethan Price","Eastern Washington",208,1.17,0.8359146086,0.3729508197,0.1885245902,0.9217877095,1.3,,"",""
"Ethan Wright","Colorado",86,1.17,0.8451234826,0.2765957447,0.1595744681,0.9625,0.7,,"",""
"Faheim Meran","Chicago St.",13,1.17,0.8524487233,0.4,0.4,1,0.5,,"",""
"Faizon Fields","Old Dominion",111,1.17,0.8574717455,0.5244755245,0.2167832168,0.8139534884,0.2,,"",""
"Fousseyni Traore","BYU",288,1.17,0.835705316,0.4371428571,0.2371428571,0.7615062762,1.3,,"",""
"Francis Okoro","Saint Louis",163,1.17,0.8434491419,0.4848484848,0.1767676768,0.8,0.8,,"",""
"George Smith","Penn",84,1.17,0.8511929678,0.412371134,0.2886597938,0.9178082192,1.1,,"",""
"Greg Williams","Louisiana",299,1.17,0.836751779,0.4779005525,0.2541436464,0.872,1.3,,"",""
"Harlan Obioha","Niagara",41,1.17,0.8465885308,0.4705882353,0.1960784314,0.8787878788,0.3,,"",""
"Ibrahima Diallo","San Jose St.",147,1.17,0.858727501,0.2099447514,0.2099447514,0.8181818182,0.5,,"",""
"Jacco Fritz","Canisius",170,1.17,0.8421933864,0.4265402844,0.2748815166,0.897810219,2.4,,"",""
"Jace Carter","Illinois Chicago",393,1.17,0.8522394307,0.4401709402,0.2243589744,0.9071856287,1.5,,"",""
"Jalen Bridges","Baylor",226,1.17,0.8424026789,0.3984962406,0.3270676692,0.9230769231,1.1,,"",""
"Jamaal Walker","Chattanooga",127,1.17,0.8461699456,0.5272727273,0.1575757576,0.8659793814,0.9,,"",""
"Jamir Watkins","VCU",257,1.17,0.8384261197,0.4229508197,0.3081967213,0.8904109589,1.5,,"",""
"Jamon Battle","UNC Asheville",166,1.17,0.8499372122,0.5,0.2525773196,0.9097222222,0.8,,"",""
"Jamond Vincent","New Orleans",106,1.17,0.8564252825,0.5075757576,0.2878787879,0.9302325581,1.8,,"",""
"Jao Ituka","Wake Forest",19,1.17,0.8447048974,0.5217391304,0.2173913043,0.8,1,,"",""
"Jay Allen-Tovar","New Mexico",9,1.17,0.8591460862,0.3333333333,0.5555555556,0.8888888889,1,,"",""
"Jeremy Gregory","East Tennessee St.",14,1.17,0.8583089159,0.6111111111,0.2777777778,1,0.3,,"",""
"Jerome Palm","Valparaiso",44,1.17,0.8455420678,0.5094339623,0.2452830189,0.7837837838,0.4,,"",""
"John Egbuta","IUPUI",122,1.17,0.8578903307,0.4899328859,0.2013422819,0.8415841584,0.4,,"",""
"John Harge","Idaho",24,1.17,0.8520301381,0.4516129032,0.2903225806,0.8888888889,0.2,,"",""
"Johnathan Dejurnett","Purdue Fort Wayne",31,1.17,0.8396818753,0.4722222222,0.3055555556,0.8518518519,0.2,,"",""
"Jordan Derkack","Merrimack",187,1.17,0.8486814567,0.4852320675,0.3628691983,0.8571428571,2.4,,"",""
"Jordan O'Neal","Alabama St.",170,1.17,0.8589367936,0.5395348837,0.2325581395,0.7703703704,0.6,,"",""
"Jordan Walker","UAB",426,1.17,0.8568438677,0.4140786749,0.1677018634,0.8376963351,4,,"",""
"Josh Gray","South Carolina",113,1.17,0.8419840938,0.2086330935,0.1798561151,0.8586956522,0.5,,"",""
"Julian Phillips","Tennessee",206,1.17,0.8467978234,0.4712643678,0.3141762452,0.717791411,1.6,,"",""
"Julian Strawther","Gonzaga",339,1.17,0.8497279196,0.4666666667,0.1717948718,0.7658862876,1,,"",""
"Justin Thomas","Milwaukee",170,1.17,0.8570531603,0.443902439,0.1658536585,0.9295774648,3,,"",""
"Juwan Perdue","Jacksonville St.",193,1.17,0.841356216,0.5282258065,0.2741935484,0.7382550336,0.9,,"",""
"Kalu Anya","Brown",134,1.17,0.8401004604,0.5090909091,0.2303030303,0.9181818182,1.6,,"",""
"Kedrian Johnson","West Virginia",252,1.17,0.8444956049,0.4351851852,0.2222222222,0.7857142857,3.2,,"",""
"Kendall Lewis","Illinois St.",292,1.17,0.8472164085,0.4972527473,0.3049450549,0.813559322,1.3,,"",""
"Kenny Noland","Columbia",144,1.17,0.8478442863,0.4242424242,0.2,0.921875,1.5,,"",""
"Latrell Jossell","Stephen F. Austin",200,1.17,0.8382168271,0.4864864865,0.2387387387,0.8196721311,2.6,,"",""
"Liam Robbins","Vanderbilt",304,1.17,0.8560066974,0.5328282828,0.2575757576,0.6536796537,1.1,,"",""
"Lok Wur","Oregon",51,1.17,0.8394725827,0.4285714286,0.2380952381,0.9047619048,0.4,,"",""
"Luca Barei ","Incarnate Word",18,1.17,0.8549602344,0.5925925926,0.2222222222,0.9090909091,0,,"",""
"Luke Avdallovic","Pacific",190,1.17,0.85056509,0.4790697674,0.2,0.7588235294,0.9,,"",""
"Luke Barrett","Saint Mary's",42,1.17,0.8539137715,0.48,0.22,0.9142857143,0.2,,"",""
"Luke House","Drexel",188,1.17,0.8482628715,0.2912621359,0.1553398058,0.9132947977,1.2,,"",""
"Mark Mitchell","Duke",218,1.17,0.8392632901,0.41015625,0.25,0.7777777778,1.3,,"",""
"Mason Gillis","Purdue",131,1.17,0.849518627,0.3154362416,0.1006711409,0.9230769231,1.2,,"",""
"Mason Jones","Rice",16,1.17,0.8537044789,0.3684210526,0.1578947368,0.8461538462,0.9,,"",""
"Matteo Picarelli","UMBC",239,1.17,0.8547509418,0.3684210526,0.1894736842,0.8522167488,1.3,,"",""
"N'Faly Dante","Oregon",273,1.17,0.8576810381,0.472392638,0.3220858896,0.7965367965,1.1,,"",""
"Naje Smith","Boise St.",233,1.17,0.8432398493,0.4452554745,0.2226277372,0.835,1.2,,"",""
"Nikc Jackson","Air Force",28,1.17,0.8453327752,0.5263157895,0.1052631579,0.9047619048,0.9,,"",""
"Noel Brown","George Washington",74,1.17,0.8566345751,0.4943820225,0.2247191011,0.8387096774,0.2,,"",""
"Ody Oguama","Cincinnati",125,1.17,0.8484721641,0.4594594595,0.2364864865,0.8411214953,0.5,,"",""
"Ofure Ujadughele","UC Irvine",42,1.17,0.8417748012,0.4615384615,0.25,0.8823529412,1,,"",""
"Omar Harris","Campbell",5,1.17,0.85621599,0.3333333333,0.5,1,0,,"",""
"Omarion Henry","New Orleans",136,1.17,0.8428212641,0.4625,0.25,0.7008547009,0.8,,"",""
"Oscar Berry","North Florida",109,1.17,0.8553788196,0.2368421053,0.0877192982,0.9238095238,0.6,,"",""
"Petar Krivokapic","FIU",130,1.17,0.8503557974,0.5135135135,0.2094594595,0.9482758621,0.4,,"",""
"Quinn Richey","Samford",18,1.17,0.8474257011,0.3636363636,0.0909090909,1,0.7,,"",""
"Ramar Pryor","Cleveland St.",48,1.17,0.8532858937,0.3454545455,0.2363636364,0.8837209302,0.3,,"",""
"Reggie Chaney","Houston",59,1.17,0.8585182085,0.5070422535,0.2253521127,0.92,0.5,,"",""
"Richie Springs","Connecticut",9,1.17,0.8363331938,0.5,0.25,0.7142857143,0.8,,"",""
"RJ Eytle-Rock","Utah St.",53,1.17,0.8543323566,0.393442623,0.3278688525,0.9347826087,0.9,,"",""
"Robert Braswell","Charlotte",51,1.17,0.8438677271,0.2857142857,0.0892857143,0.9574468085,0.2,,"",""
"Sage Tolbert","San Jose St.",199,1.17,0.8476349937,0.4415584416,0.2683982684,0.9022988506,0.9,,"",""
"Sam Martin","UMKC",20,1.17,0.8507743826,0.4583333333,0.125,0.875,0.9,,"",""
"Samari Curtis","Bowling Green",270,1.17,0.8491000419,0.3692307692,0.2492307692,0.8938053097,4,,"",""
"Sir'Jabari Rice","Texas",268,1.17,0.8526580159,0.3815384615,0.1723076923,0.8206278027,2,,"",""
"Trae Broadnax","USC Upstate",237,1.17,0.8411469234,0.5068027211,0.2278911565,0.78125,3,,"",""
"Trae Hannibal","LSU",154,1.17,0.8457513604,0.504950495,0.202970297,0.7931034483,2.4,,"",""
"Tray Jackson","Seton Hall",159,1.17,0.8407283382,0.4263157895,0.2526315789,0.8134328358,0.2,,"",""
"Trayce Jackson-Davis","Indiana",421,1.17,0.8430305567,0.468627451,0.2823529412,0.7692307692,3.6,,"",""
"Tre Gomillion","Missouri",98,1.17,0.8440770197,0.4247787611,0.2300884956,0.8837209302,1.9,,"",""
"Tredyn Christensen","BYU",4,1.17,0.8470071159,0.6,0.2,0.6666666667,0.7,,"",""
"Tristen Newton","Connecticut",254,1.17,0.8534951863,0.4294478528,0.2914110429,0.7424242424,4.4,,"",""
"Tydus Verhoeven","Northwestern",60,1.17,0.8493093344,0.5,0.2571428571,0.8113207547,0.8,,"",""
"Tyler Brelsford","Bryant",114,1.17,0.8409376308,0.3971631206,0.3475177305,1,1.5,,"",""
"Tyler Morman","Southern Miss",41,1.17,0.8463792382,0.6181818182,0.1272727273,0.8,0.3,,"",""
"Tyrese Samuel","Seton Hall",244,1.17,0.8386354123,0.5236486486,0.3108108108,0.8374384236,0.8,,"",""
"Xavier McKelvy","Winthrop",45,1.17,0.8371703642,0.3725490196,0.1176470588,0.975,0.2,,"",""
"Xavion Brown","Appalachian St.",115,1.17,0.8488907493,0.1712328767,0.1917808219,0.9230769231,2.2,,"",""
"Yame Butler","Drexel",91,1.17,0.8572624529,0.4473684211,0.1842105263,0.8493150685,0.5,,"",""
"Yassine Gharram","Yale",76,1.17,0.8377982419,0.4782608696,0.2934782609,0.84375,2.1,,"",""
"AJ Plitzuweit","South Dakota",237,1.16,0.8283800753,0.3356890459,0.2544169611,0.6815920398,2.4,,"",""
"Alex Arians","South Dakota St.",181,1.16,0.8124738384,0.5046728972,0.2757009346,0.6,2.4,,"",""
"Allan Jeanne-Rose","Fairfield",207,1.16,0.8122645458,0.5,0.2925925926,0.898089172,1.9,,"",""
"Andre Cruz","Incarnate Word",22,1.16,0.8235663458,0.3846153846,0.2692307692,0.8421052632,1.3,,"",""
"Andrew King","Houston Baptist",197,1.16,0.8118459607,0.4692307692,0.2923076923,0.7837837838,4.4,,"",""
"Anthony Holland","Fresno St.",132,1.16,0.8244035161,0.3020134228,0.1879194631,0.9411764706,1,,"",""
"Ben Gold","Marquette",67,1.16,0.8195897865,0.2876712329,0.1643835616,0.9841269841,0.3,,"",""
"Bez Mbeng","Yale",222,1.16,0.8279614902,0.4618320611,0.2748091603,0.8368421053,3,,"",""
"Bobi Klintman","Wake Forest",117,1.16,0.8139388866,0.3383458647,0.2030075188,0.9238095238,0.7,,"",""
"Branden Carlson","Utah",356,1.16,0.8107994977,0.4178743961,0.268115942,0.7717041801,1.4,,"",""
"Brandin Podziemski","Santa Clara",436,1.16,0.8208455421,0.4330708661,0.2795275591,0.7131578947,3.3,,"",""
"Bryce Kennedy","Northern Colorado",11,1.16,0.8185433236,0.5,0.2857142857,1,0.5,,"",""
"Bryce McBride","Youngstown St.",180,1.16,0.8254499791,0.4196428571,0.3080357143,0.801369863,3,,"",""
"Caden Pierce","Princeton",161,1.16,0.8233570532,0.3870967742,0.2741935484,0.9574468085,1,,"",""
"Caleb Asberry","Oklahoma St.",183,1.16,0.8241942235,0.3824884793,0.3870967742,0.8653846154,1.6,,"",""
"Cam Spencer","Rutgers",288,1.16,0.8271243198,0.5092592593,0.3364197531,0.6756756757,3.3,,"",""
"Camaron Tongue","Santa Clara",96,1.16,0.8258685643,0.4957264957,0.2478632479,0.9493670886,0.5,,"",""
"Cameron Corhen","Florida St.",193,1.16,0.8313101716,0.4588744589,0.3116883117,0.6993865031,0.6,,"",""
"Cameron Huefner","Sam Houston St.",188,1.16,0.8315194642,0.6082949309,0.2211981567,0.7515151515,0.5,,"",""
"Camryn Weston","Middle Tennessee",255,1.16,0.8181247384,0.4092409241,0.303630363,0.8156682028,2.6,,"",""
"Charles Thompson","Towson",306,1.16,0.8334030975,0.4634146341,0.1463414634,0.7354085603,1.8,,"",""
"Chazz Hutchison","UC Irvine",40,1.16,0.8290079531,0.46,0.14,0.875,0.1,,"",""
"CJ Anthony","Cincinnati",3,1.16,0.8191712013,0.5,0.25,1,0.7,,"",""
"CJ Delancy","LIU",116,1.16,0.8237756383,0.4411764706,0.2426470588,0.71,0.7,,"",""
"Colton Sandage","Illinois St.",118,1.16,0.8287986605,0.3550724638,0.1086956522,0.9611650485,0.8,,"",""
"Connor Nelson","American",36,1.16,0.8252406865,0.4375,0.2916666667,0.8518518519,0.5,,"",""
"D'Maurian Williams","Texas Tech",66,1.16,0.813729594,0.3205128205,0.1282051282,0.875,0.8,,"",""
"Dan Petcash","Binghamton",180,1.16,0.826496442,0.2487562189,0.1890547264,0.8650306748,1.4,,"",""
"Daniel Banister","Hampton",128,1.16,0.8327752198,0.4910179641,0.1736526946,0.8556701031,0.3,,"",""
"David Singleton","UCLA",208,1.16,0.8128924236,0.5194805195,0.1904761905,0.7736842105,1.1,,"",""
"Derrick Carter-Hollinger","Bethune Cookman",62,1.16,0.8325659272,0.4605263158,0.2894736842,0.7254901961,0.9,,"",""
"Devan Cambridge","Arizona St.",243,1.16,0.8354960234,0.4526315789,0.3263157895,0.8857142857,0.8,,"",""
"DJ Hughes","Butler",23,1.16,0.8308915864,0.4482758621,0.2068965517,0.9473684211,0.1,,"",""
"Dylan Brougham","Nebraska Omaha",90,1.16,0.8300544161,0.5185185185,0.1851851852,0.88,0.4,,"",""
"Ebenezer Dowuona","N.C. State",44,1.16,0.8210548347,0.5,0.2692307692,0.7631578947,0.1,,"",""
"Eddie Holand","Penn",40,1.16,0.8331938049,0.3541666667,0.125,0.7878787879,0.4,,"",""
"Eduardo Andre","Fresno St.",159,1.16,0.8223105902,0.4712041885,0.2722513089,0.9029850746,0.8,,"",""
"Elijah McCadden","Memphis",170,1.16,0.8225198828,0.4368932039,0.286407767,0.7746478873,1.3,,"",""
"Ethan  Roberts","Army",272,1.16,0.8204269569,0.3551401869,0.2087227414,0.8803418803,1.2,,"",""
"Filip Rebraca","Iowa",318,1.16,0.817287568,0.4670050761,0.1827411168,0.7248062016,2,,"",""
"Francesco Borra","UC Davis",8,1.16,0.8239849309,0.5833333333,0.25,0.4,0.8,,"",""
"Gabe Wiznitzer","Ohio",84,1.16,0.8164503977,0.4545454545,0.2121212121,0.8333333333,0.4,,"",""
"Gibson Jimerson","Saint Louis",330,1.16,0.8212641272,0.3257790368,0.2776203966,0.8717948718,1,,"",""
"Harouna Sissoko","Illinois St.",44,1.16,0.8154039347,0.4117647059,0.1960784314,0.7894736842,0.2,,"",""
"Harrison Drake","Mercer",15,1.16,0.818334031,0.1333333333,0.2,1,0.7,,"",""
"Hunter Dickinson","Michigan",384,1.16,0.8269150272,0.3777292576,0.2139737991,0.6595092025,1.4,,"",""
"Hunter Maldonado","Wyoming",301,1.16,0.8179154458,0.4946524064,0.3048128342,0.7942386831,3.7,,"",""
"Issa Muhammad","New Mexico St.",156,1.16,0.8246128087,0.4725274725,0.3516483516,0.6911764706,0.5,,"",""
"Jackson Paveletzke","Wofford",312,1.16,0.8206362495,0.4946808511,0.2712765957,0.7777777778,3.6,,"",""
"Jalen Jackson","Illinois Chicago",191,1.16,0.8193804939,0.4937238494,0.2343096234,0.9025974026,1.6,,"",""
"Jalen Moore","Oakland",420,1.16,0.8158225199,0.4634146341,0.3470919325,0.8222891566,5.6,,"",""
"Jamal Johnson","Chattanooga",309,1.16,0.8149853495,0.2972222222,0.1166666667,0.9033457249,1.3,,"",""
"Jawaun Newton","Southern Illinois",140,1.16,0.8342402679,0.3086419753,0.2037037037,0.7886178862,1,,"",""
"Jaxon Brenchley","Utah",19,1.16,0.8277521976,0.4545454545,0.2727272727,1,0.3,,"",""
"Jaxon Etter","Georgia",31,1.16,0.8260778568,0.4864864865,0.1621621622,0.8888888889,0.8,,"",""
"Jayden Doyle","Monmouth",44,1.16,0.831100879,0.4509803922,0.3137254902,0.7692307692,0.1,,"",""
"JC Harris","UMBC",5,1.16,0.8187526162,0.3333333333,0.1666666667,1,0,,"",""
"Jermaine Ballisager-Webb","American",121,1.16,0.8166596902,0.4154929577,0.2394366197,0.75,0.7,,"",""
"John Ukomadu","Eastern Kentucky",111,1.16,0.8168689828,0.465648855,0.3129770992,0.8020833333,0.3,,"",""
