Players,Team,Possessions,SQ PPP,SQ PPP Rank,Good_Possession_Rate,Bad_Possession_Rate,Rim_and_3_rate,Assists_per_game,Actual_Win_Percentage,SQ_Assists_per_game,SQ_Passing_Points_Created_per_game
"Dominic Parolin","Lehigh",163,1.08,0.5156969443,0.3571428571,0.3265306122,0.7883211679,0.6,,"",""
"Dominiq Penn","Seattle",3,1.08,0.5087902888,0.5,0.25,0.5,1,,"",""
"Dominique Ford","Idaho",113,1.08,0.4847216409,0.2421875,0.265625,0.7941176471,0.3,,"",""
"Dravon Mangum","Louisiana Tech",130,1.08,0.485140226,0.2237762238,0.1538461538,0.95,0.5,,"",""
"Dylan Addae-Wusu","St. John's",233,1.08,0.5073252407,0.2615384615,0.2615384615,0.8957345972,2.4,,"",""
"Dylan Darling","Washington St.",54,1.08,0.4901632482,0.380952381,0.4603174603,0.829787234,0.7,,"",""
"Dzmitry Ryuny","Oregon St.",119,1.08,0.5209292591,0.2748091603,0.2290076336,0.7636363636,1,,"",""
"Emanuel Sharp","Houston",122,1.08,0.5313938887,0.2116788321,0.1532846715,0.9,0.5,,"",""
"Eral Penn","DePaul",232,1.08,0.5186270406,0.4321428571,0.35,0.7886597938,0.8,,"",""
"Eric Dixon","Villanova",370,1.08,0.5244872332,0.285046729,0.2593457944,0.8092307692,1.5,,"",""
"Eric Northweather","Drake",57,1.08,0.528673085,0.296875,0.296875,0.8823529412,0.6,,"",""
"Femi Odukale","Seton Hall",176,1.08,0.5196735036,0.443438914,0.3800904977,0.7234042553,2,,"",""
"Finn Sullivan","Vermont",265,1.08,0.519464211,0.2491582492,0.2390572391,0.9414225941,2.4,,"",""
"Fred Thatch","Saint Louis",76,1.08,0.4910004186,0.4157303371,0.404494382,0.8333333333,1.6,,"",""
"Gabe Dorsey","William & Mary",199,1.08,0.5284637924,0.039408867,0.2660098522,0.8418367347,0.6,,"",""
"Garvin Clarke","Akron",59,1.08,0.5232314776,0.2461538462,0.4615384615,0.9259259259,0.8,,"",""
"German Plotnikov","Hofstra",136,1.08,0.4949769778,0.2929936306,0.3885350318,0.8319327731,0.4,,"",""
"Giancarlo Rosado","Florida Atlantic",103,1.08,0.5263708665,0.4285714286,0.253968254,0.6941176471,1.2,,"",""
"Grant Asman","Lipscomb",54,1.08,0.5213478443,0.2542372881,0.3389830508,0.96,0.6,,"",""
"Greg Gantt","N.C. State",38,1.08,0.4943491,0.3414634146,0.3902439024,0.8055555556,0.3,,"",""
"Hayden Hefner","Texas A&M",87,1.08,0.5280452072,0.34,0.44,0.8289473684,0.7,,"",""
"Hubertas Pivorius","Northern Kentucky",57,1.08,0.5334868146,0.1612903226,0.064516129,0.9433962264,0.5,,"",""
"Ike Cornish","Maryland",30,1.08,0.5339053997,0.2941176471,0.3823529412,0.7692307692,0,,"",""
"Isa Silva","Stanford",93,1.08,0.5318124738,0.3518518519,0.3055555556,0.7901234568,1.4,,"",""
"Isaiah Caldwell","Army",37,1.08,0.4866052742,0.3414634146,0.3170731707,0.8823529412,0.6,,"",""
"Isaiah Moore","South Alabama",449,1.08,0.4859773964,0.244047619,0.4166666667,0.6822660099,4.6,,"",""
"Isaiah Shaw","Grand Canyon",14,1.08,0.527626622,0.1333333333,0.2,1,0,,"",""
"Ja'Darius Harris","North Carolina Central",69,1.08,0.4966513185,0.3580246914,0.4074074074,0.7457627119,0.9,,"",""
"Jacari White","North Dakota St.",176,1.08,0.4878610297,0.4948453608,0.4226804124,0.7962962963,1.2,,"",""
"Jackson Blaufeld","Dartmouth",16,1.08,0.5048137296,0.2941176471,0.4705882353,0.8666666667,0.3,,"",""
"Jackson Stormo","Siena",298,1.08,0.4968606111,0.3238636364,0.3465909091,0.6171875,1.4,,"",""
"Jacob Boonyasith","UMBC",283,1.08,0.4876517371,0.250764526,0.3119266055,0.7862903226,2.9,,"",""
"Jaden Seymour","East Tennessee St.",200,1.08,0.5234407702,0.4372294372,0.3982683983,0.7485714286,1.2,,"",""
"Jahari Long","Maryland",68,1.08,0.4972791963,0.2875,0.225,0.813559322,1.9,,"",""
"Jahlil White","Temple",134,1.08,0.4853495186,0.4125,0.45,0.7787610619,1.9,,"",""
"Jake Tavroff","Columbia",72,1.08,0.532231059,0.3170731707,0.3902439024,0.7846153846,0.7,,"",""
"Jakevion Buckley","Lamar",197,1.08,0.490791126,0.4291497976,0.3765182186,0.6942675159,2.4,,"",""
"Jalen Benjamin","Mount St. Mary's",364,1.08,0.4947676852,0.2655502392,0.3732057416,0.6510903427,3.9,,"",""
"Jalen Quinn","Loyola Chicago",88,1.08,0.4889074927,0.3069306931,0.2673267327,0.858974359,1.5,,"",""
"Jalen Rucker","Army",415,1.08,0.4914190038,0.2976445396,0.3768736617,0.7459893048,3.3,,"",""
"Jalen Terry","DePaul",103,1.08,0.5188363332,0.2941176471,0.4789915966,0.7692307692,1.6,,"",""
"Jalen Thomas","Tarleton St.",5,1.08,0.4834658853,0.5714285714,0.2857142857,0.3333333333,0.2,,"",""
"Jamarius Hairston","East Tennessee St.",88,1.08,0.5152783591,0.1875,0.1979166667,0.9146341463,0.4,,"",""
"James Henderson Jr.","Bethune Cookman",26,1.08,0.5127668481,0.3928571429,0.3571428571,0.7916666667,1.6,,"",""
"Javon Pickett","Saint Louis",231,1.08,0.5121389703,0.3431734317,0.4169741697,0.7035175879,1.7,,"",""
"Javonté Johnson","New Mexico",131,1.08,0.5002092926,0.2056737589,0.1985815603,0.7903225806,0.9,,"",""
"Javonte Perkins","Saint Louis",270,1.08,0.5249058183,0.2166666667,0.2466666667,0.7287449393,0.4,,"",""
"Jayden Martinez","North Texas",123,1.08,0.4893260779,0.231884058,0.2971014493,0.8198198198,0.3,,"",""
"Jaylen Peterson","Presbyterian",8,1.08,0.5228128924,0.3333333333,0.4444444444,0.8571428571,0,,"",""
"Jaylen Sebree","Tennessee Tech",332,1.08,0.5085809962,0.3186528497,0.3419689119,0.7543252595,2,,"",""
"Jaylon Tyson","Texas Tech",254,1.08,0.5351611553,0.2616487455,0.2652329749,0.7307692308,1.4,,"",""
"Jeremiah Hernandez","Southern Indiana",82,1.08,0.5056509,0.4326923077,0.4134615385,0.7538461538,0.8,,"",""
"Jerome Brewer, Jr.","Texas A&M Commerce",178,1.08,0.4924654667,0.3827751196,0.4162679426,0.9025974026,0.9,,"",""
"Jerry Ngopot","Saint Peter's",20,1.08,0.5041858518,0.3181818182,0.3181818182,0.7777777778,0.2,,"",""
"Joe Anderson","Furman",20,1.08,0.5347425701,0.3333333333,0.1428571429,0.8421052632,2.3,,"",""
"Joe Charles","Louisiana",135,1.08,0.4882796149,0.2162162162,0.1824324324,0.92,0.6,,"",""
"Joe Pleasant","Abilene Christian",168,1.08,0.503557974,0.419047619,0.3523809524,0.8666666667,1.1,,"",""
"Joel Brown","California",188,1.08,0.5238593554,0.2350230415,0.2488479263,0.8545454545,2.9,,"",""
"Joey Baker","Michigan",125,1.08,0.5179991628,0.3571428571,0.2928571429,0.8157894737,0.4,,"",""
"Joey Calcaterra","Connecticut",129,1.08,0.4962327334,0.1654676259,0.2014388489,0.7933884298,1.4,,"",""
"John Bol Ajak","Syracuse",14,1.08,0.4987442445,0.5,0.2777777778,0.4545454545,2.7,,"",""
"Johnathan Lawson","Memphis",69,1.08,0.5006278778,0.2105263158,0.2763157895,0.8253968254,1.5,,"",""
"Johnny O'Neil","American",251,1.08,0.5336961072,0.2724014337,0.2007168459,0.8253275109,1.3,,"",""
"Jose Placer","North Florida",348,1.08,0.5242779406,0.4196891192,0.4119170984,0.7836990596,2.6,,"",""
"Joseph Girard","Syracuse",427,1.08,0.4886982001,0.2029598309,0.2980972516,0.6897435897,3,,"",""
"Josh Dix","Iowa",53,1.08,0.5282544998,0.2068965517,0.1896551724,0.8367346939,1.2,,"",""
"Josh Mack","Stonehill College",143,1.08,0.5079531185,0.2727272727,0.2181818182,0.784,1.9,,"",""
"Justin Bufford","Middle Tennessee",95,1.08,0.5014650481,0.3055555556,0.4351851852,0.8571428571,0.6,,"",""
"Justin Hohn","UC Irvine",182,1.08,0.4830473001,0.25,0.45,0.7784431138,1.7,,"",""
"Justin Moore","Villanova",98,1.08,0.518417748,0.2631578947,0.298245614,0.8941176471,2.8,,"",""
"Justin Williams","Tennessee St.",104,1.08,0.5027208037,0.3114754098,0.3442622951,0.9101123596,2.2,,"",""
"Kacper Klaczek","Saint Joseph's",161,1.08,0.5290916702,0.2989130435,0.4293478261,0.9440559441,2,,"",""
"Kadary Richmond","Seton Hall",267,1.08,0.5211385517,0.3641975309,0.3827160494,0.7264573991,4.1,,"",""
"Kaleb Thornton","Northern Illinois",186,1.08,0.5146504814,0.2877358491,0.2547169811,0.8909090909,5.3,,"",""
"Kameron Gibson","Vermont",158,1.08,0.5018836333,0.1802325581,0.3488372093,0.7619047619,0.7,,"",""
"KC Ibekwe","Oregon St.",52,1.08,0.523022185,0.4179104478,0.3134328358,0.756097561,0.2,,"",""
"Kendall Blue","St. Thomas",187,1.08,0.5341146923,0.2598039216,0.3235294118,0.8959537572,1.7,,"",""
"Kennedy Brown","Nebraska Omaha",48,1.08,0.4826287149,0.3269230769,0.4230769231,0.6,0.1,,"",""
"Kent Gilbert","Tennessee",4,1.08,0.4874424445,0.25,0.25,1,0,,"",""
"Kevin Easley","Duquesne",13,1.08,0.4891167853,0.2307692308,0.3846153846,0.6153846154,0.3,,"",""
"Keyontae Lewis","Wagner",97,1.08,0.4918375889,0.3771929825,0.298245614,0.6987951807,0.1,,"",""
"Kieffer Punter","Troy",211,1.08,0.5328589368,0.3688212928,0.4524714829,0.8304093567,1.6,,"",""
"Kobe Bufkin","Michigan",303,1.08,0.5161155295,0.2797619048,0.4166666667,0.6967509025,2.9,,"",""
"Kobe Johnson","West Virginia",50,1.08,0.5077438259,0.3090909091,0.3636363636,0.6739130435,0.6,,"",""
"Kobe Young","Boise St.",33,1.08,0.5330682294,0.2777777778,0.5,0.9333333333,0.4,,"",""
"Kristians Feierbergs","Maine",142,1.08,0.4903725408,0.1907894737,0.2763157895,0.7985074627,0.8,,"",""
"Kylan Blackmon","Coastal Carolina",88,1.08,0.4822101298,0.2424242424,0.2323232323,0.85,0.2,,"",""
"Kyle Lofton","Florida",225,1.08,0.5083717036,0.2790697674,0.3449612403,0.7336683417,3.4,,"",""
"Landon Moore","St. Francis PA",185,1.08,0.514859774,0.3055555556,0.3657407407,0.8198757764,3.5,,"",""
"Langston Reynolds","Northern Colorado",46,1.08,0.4828380075,0.2884615385,0.3269230769,0.8571428571,0.9,,"",""
"Laquill Hardnett","Buffalo",219,1.08,0.5119296777,0.3787878788,0.3333333333,0.7880434783,1.2,,"",""
"Lassina Traore","Long Beach St.",283,1.08,0.5253244035,0.3890577508,0.3373860182,0.5991902834,1.2,,"",""
"Lawson Blake","Arkansas",6,1.08,0.5169526999,0.5,0.375,0.6,0,,"",""
"Lesown Hallums","South Carolina St.",209,1.08,0.4905818334,0.3291666667,0.4333333333,0.827027027,1.9,,"",""
"LJ Wells","Northern Kentucky",46,1.08,0.4926747593,0.2941176471,0.3137254902,0.880952381,0.6,,"",""
"Lorenzo Donadio","American",80,1.08,0.4845123483,0.2888888889,0.4666666667,0.8333333333,0.8,,"",""
"Ludovic Dufeal","Gardner Webb",101,1.08,0.5060694851,0.4308943089,0.325203252,0.8554216867,0.7,,"",""
"Luke Kasubke","Illinois St.",183,1.08,0.4933026371,0.3142857143,0.2428571429,0.8757763975,1.6,,"",""
"Luke Turner","UC Riverside",91,1.08,0.5,0.0842105263,0.2421052632,0.908045977,0.8,,"",""
"Luke Yoder","North Dakota St.",66,1.08,0.4840937631,0.3797468354,0.3037974684,0.9090909091,1.8,,"",""
"Mabor Majak","Missouri",2,1.08,0.5140226036,0.6666666667,0.3333333333,1,0,,"",""
"Madiaw Niang","Radford",117,1.08,0.5278359146,0.303030303,0.3409090909,0.7428571429,0.4,,"",""
"Madison Durr","The Citadel",208,1.08,0.5311845961,0.390438247,0.3227091633,0.8,2,,"",""
"Malcolm Chimezie","Boston University",102,1.08,0.5326496442,0.3697478992,0.2857142857,0.8181818182,0.4,,"",""
"Marcus Hammond","Notre Dame",161,1.08,0.5221850147,0.1551724138,0.2643678161,0.7086092715,1.6,,"",""
"Marcus Randolph","Richmond",75,1.08,0.4985349519,0.3146067416,0.2584269663,0.71875,0.6,,"",""
"Marcus Williams","San Francisco",185,1.08,0.4991628296,0.275862069,0.315270936,0.8421052632,2.8,,"",""
"Marvin McGhee","Cal St. Bakersfield",182,1.08,0.5182084554,0.175879397,0.2914572864,0.7083333333,0.7,,"",""
"Matthew Glassman","Manhattan",3,1.08,0.5100460444,0.5,0.25,0.5,0.7,,"",""
"Matthew Mors","South Dakota St.",171,1.08,0.5316031812,0.3214285714,0.3469387755,0.8013245033,0.8,,"",""
"Matthew Murrell","Mississippi",366,1.08,0.4916282964,0.3183962264,0.4599056604,0.8161993769,2.6,,"",""
"Max Mackinnon","Elon",275,1.08,0.4820008372,0.2890365449,0.4219269103,0.6705882353,2.6,,"",""
"Maximus Edwards","George Washington",272,1.08,0.495395563,0.2772277228,0.3069306931,0.8346774194,1.6,,"",""
"Mekhi Collins","Nicholls St.",39,1.08,0.5320217664,0.48,0.34,0.8666666667,0.2,,"",""
"Miles Brewster","Boston University",133,1.08,0.5004185852,0.3243243243,0.3918918919,0.8606557377,1.6,,"",""
"Miles Hall","Florida A&M",6,1.08,0.524068648,0.4285714286,0.4285714286,0.4,0.5,,"",""
"Mitchell Rylee","Miami OH",7,1.08,0.5113017999,0.6,0.3,0.5,0,,"",""
"Myles Ruth","Monmouth",187,1.08,0.5033486815,0.3832599119,0.3788546256,0.6474358974,2.3,,"",""
"Nate Lliteras","Longwood",132,1.08,0.5255336961,0.1608391608,0.1748251748,0.8629032258,0.3,,"",""
"Nicholas McMullen","UNC Asheville",202,1.08,0.4930933445,0.135021097,0.2573839662,0.7988505747,0.5,,"",""
"Nick Caldwell","Southeastern Louisiana",230,1.08,0.4960234408,0.3740740741,0.4111111111,0.6834170854,0.7,,"",""
"Noa Gonsalves","Utah Tech",193,1.08,0.4935119297,0.2385321101,0.2614678899,0.8735632184,1.8,,"",""
"Noah Locke","Providence",272,1.08,0.4895353704,0.1660899654,0.2906574394,0.6756756757,0.9,,"",""
"Noah Williamson","Bucknell",15,1.08,0.4920468815,0.2941176471,0.2941176471,0.7692307692,0,,"",""
"Nygal Russell","Towson",237,1.08,0.5129761406,0.2440944882,0.1299212598,0.9375,1.7,,"",""
"Parker Bjorklund","St. Thomas",271,1.08,0.5261615739,0.3831775701,0.2647975078,0.6982758621,1.2,,"",""
"Parker Stewart","Tennessee Martin",332,1.08,0.4956048556,0.2519685039,0.3228346457,0.7610921502,2,,"",""
"Peter Filipovity","Maine",182,1.08,0.5117203851,0.3529411765,0.407239819,0.8881578947,0.6,,"",""
"Posh Alexander","St. John's",269,1.08,0.5081624111,0.3785488959,0.4542586751,0.7056277056,4.4,,"",""
"Preston Murphy Jr.","New Orleans",33,1.08,0.5064880703,0.375,0.3,0.7857142857,1.1,,"",""
"Quadir Copeland","Syracuse",31,1.08,0.5259522813,0.2857142857,0.4,0.7142857143,0.5,,"",""
"Quentin Millora-Brown","Vanderbilt",84,1.08,0.5154876517,0.1089108911,0.198019802,0.7857142857,0.7,,"",""
"Quinten Post","Boston College",199,1.08,0.4997907074,0.2844444444,0.2577777778,0.7865168539,1.6,,"",""
"Quintin Murrell","Grambling St.",68,1.08,0.5075345333,0.4382022472,0.2808988764,0.6730769231,0.4,,"",""
"Reggie Hill","Northwestern St.",56,1.08,0.5096274592,0.1833333333,0.2,0.9245283019,0.1,,"",""
"Ridvan Tutic","New Hampshire",85,1.08,0.5295102553,0.4205607477,0.2803738318,0.8235294118,0.9,,"",""
"Rienk Mast","Bradley",274,1.08,0.5307660109,0.2557377049,0.1606557377,0.632,2.4,,"",""
"RJ Davis","North Carolina",386,1.08,0.4976977815,0.296875,0.4330357143,0.6557863501,3.2,,"",""
"Robbie Armbrester","Stephen F. Austin",71,1.08,0.5050230222,0.380952381,0.3571428571,0.8852459016,0.7,,"",""
"Roger McFarlane","Southeastern Louisiana",256,1.08,0.5110925073,0.3389261745,0.3120805369,0.7488789238,1.7,,"",""
"Ross Candelino","Wisconsin",2,1.08,0.5150690666,0.3333333333,0.3333333333,"N/A",0,,"",""
"Ryan Conway","Towson",157,1.08,0.4880703223,0.2073170732,0.1829268293,0.8410596026,1,,"",""
"Ryan Kiachian","Cornell",12,1.08,0.5008371704,0.4,0.4,0.5555555556,0.2,,"",""
"Ryan Nembhard","Creighton",310,1.08,0.4979070741,0.2478386167,0.3170028818,0.7971530249,5,,"",""
"Rylan Jones","Utah St.",56,1.08,0.5299288405,0.4375,0.484375,0.7755102041,3.3,,"",""
"Sam Hofman","Houston Baptist",153,1.08,0.5163248221,0.2235294118,0.2470588235,0.8633093525,1.4,,"",""
